contig	HOT224_1_0025m	HOT224_1_0045m	HOT224_1_0075m	HOT224_1_0125m	HOT224_1_0200m	HOT224_1_0500m	HOT224_1_0770m	HOT224_1_1000m	HOT225_1_0025m	HOT225_1_0045m	HOT225_1_0075m	HOT225_1_0125m	HOT225_1_0200m	HOT225_1_0500m	HOT225_1_0770m	HOT225_1_1000m	HOT226_1_0025m	HOT226_1_0045m	HOT226_1_0075m	HOT226_1_0200m	HOT226_1_0500m	HOT226_1_0770m	HOT226_1_1000m	HOT227_1_0025m	HOT227_1_0045m	HOT227_1_0075m	HOT227_1_0125m	HOT227_1_0770m	HOT229_1_0025m	HOT229_1_0125m	HOT229_1_0200m	HOT229_1_0500m	HOT229_1_1000m	HOT229_2_0025m	HOT229_2_0500m	HOT229_2_0770m	HOT229_3_0500m	HOT231_1_0025m	HOT231_1_0075m	HOT231_1_0125m	HOT231_1_0200m	HOT231_1_0500m	HOT231_1_0770m	HOT231_1_1000m	HOT231_2_0025m	HOT231_2_0125m	HOT232_1_0025m	HOT232_1_0075m	HOT232_1_0125m	HOT232_1_0200m	HOT232_1_0500m	HOT232_1_0770m	HOT232_1_1000m	HOT232_2_0500m	HOT232_3_0500m	HOT233_1_0025m	HOT233_1_0075m	HOT233_1_1000m	HOT233_1c_0125m	HOT233_1c_0200m	HOT233_1c_0770m	HOT233_2_0025m	HOT233_2c_0500m	HOT234_1_0075m	HOT234_1_0200m	HOT234_1_0500m	HOT234_1_0770m	HOT234_1_1000m	HOT234_2_0025m	HOT234_2_0075m	HOT234_2_0125m	HOT234_2_0200m	HOT234_3_0025m	HOT236_1_0025m	HOT236_1_0075m	HOT236_1_0125m	HOT236_1_0200m	HOT236_1_0500m	HOT236_1_1000m	HOT236_2_0500m	HOT236_2_0770m	HOT237_1_0025m	HOT237_1_0075m	HOT237_1_0200m	HOT237_1_0500m	HOT237_1_0770m	HOT237_1_1000m	HOT237_2_0075m	HOT237_2_0500m	HOT237_2_0770m	HOT237_3_0025m	HOT237_3_0125m	HOT237_3_0500m	HOT238_1_0025m	HOT238_1_0075m	HOT238_1_0500m	HOT238_1_1000m	HOT238_1c_0125m	HOT238_1c_0200m	HOT238_2_0500m	HOT238_2_0770m	
c_000000000038	0.000586091	0	0.012881	0.0558762	0	0	0	0	0	0	0.0292379	0.0291233	0	0	0	0	0	0	0.000312942	0	0	0	0	0	0.00032443	0	0.0370423	0	0	0.00488953	0	0	0	0	0	0	0	0	0	0.0197008	0	0	0	0	0	0.0413544	0	0.0189247	0	0	0	0	0	0	0	0	0.0241241	0	0.0958343	0	0	0	0	0.0101568	0	0	0	0	0	0.00949215	0.00669666	0	0	0	0.00376811	0.0208072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0334174	0	0	0	0	0	0.0163366	0.000113096	0	0	
c_000000000039	0	0	0	0	0	0	0	0	0	0	0	0.00117817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0127747	6.04775e-05	0	0	0	0	0	0	0	0	0	0.0155698	0	0	0	0	3.39918e-05	0	0	0.00407789	0.00196136	0	0	0	0	0	0	0	0	3.24113e-05	0.0150473	0	0	0	0	0.0125885	0	0	0	0	0	0.0314433	0.013157	0	0	0	0.0030024	0.00726996	0	0	0	0	0	0	0.00272638	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00229078	0.0342309	0	0	
c_000000000040	0	0	0	0	0.0856728	0	0	0	0	0	0	0.165828	0.00389153	0	0	0	0	0	0	0.131668	0	0	0	0	0	0	0.00563955	0	0.00142987	0.0542582	0.000153699	0	0	0.000426171	0	0	0	0	0	0.228212	0.0130725	0	0	0	0	0.118354	0	0	0.084476	0.00332363	0	0	0	0	0	0	0	0	0	0.0183668	0	0	0	0	0.0013191	0	0	0	0	0	0.159497	0	0	0	0	0.103797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0548632	0.0868866	0.00277694	0	0	0	0.226929	0.023551	0	0	
c_000000000041	0	0	0	0	0.0872955	0	0	0	0	0	0	0	0.0104826	0	0	0	0	0	0	0.0346695	0	0	0	0	0	0	0	0	0	0	0.051723	0	0	0	0	0	0.00150703	0	0	0	0.0336661	0	0	0	0	0	0	0	0	0.0851287	0	0	0	0	0.000135911	0	0	0	0	0.0137346	0	0	0	0	0.0278901	0	0	0	0	0	0.00019974	0.038067	0	0	0	0	0.0178943	0	0	0.00166904	0	0	0	0.00512497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0114035	0.000282677	0.00208241	
c_000000000042	0	0	0	0	0.0121076	0	0	0	0	0	0	0	0.0136581	0.000998644	0	0	0	0	0	0.000778784	0	0	0	0	0	0	0	0	0	0	0.00989927	0	0	0	0.000991904	0	0.00430879	0	0	0	0.018282	0	0.00142016	0	0	0	0	0	0	0.0131712	0	0	0	0	0.00177534	0	0	0	0	0.0402104	0	0	0	0	0.0129118	0	0.00153857	0	0	0	0.00135382	0.0129524	0	0	0	9.00166e-05	0.0030436	0.000231499	0	0.00132619	0	0	0	0.0181638	0	0	0	0	0	0	0	0	0	0	0	0.00102954	0	1.15071e-05	0.0140629	0.00359305	0.00438624	
c_000000000043	0	0	0	0	0	0	0	0	0	0	0	0.0045153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00864194	0	0	0	0	0	0	0	0	0	0	0.00104586	0	0	0	0	0.00526423	0	0	0.000258471	7.34743e-05	0	0	0	0	0	0	0	0	0	0.00200078	0	0	0	0	0	0	0	0	0	0	0.0346026	0	0	0	0	0.0177309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00818241	0.000620877	0	0	0	0	0.00506272	0.00703357	0	0	
c_000000000044	0	0	0	0	0	0.0902408	0	0	0	0	0	0	0	0.0893136	0	0	0	0	0	0	0.137532	0	0	0	0	0	0	0	0	0	0	0.0254228	0	0	0.0680134	0	0.0729685	0	0	0	0	0.0805338	0	0	0	0	0	0	0	0	0.00526713	0	0	0.0396663	0.0448628	0	0	0	0	0	0	0	0.0312112	0	0	0.0403439	0	0	0	0	0	0	0	0	0	0	0	0.0550841	0	0.0994723	0	0	0	0	0.0820953	0	0	0	0.0728847	0	0	0	0	0	0	0.0230546	0	0	0	0.0557477	0.000603822	
c_000000000045	0	0	0	0.0114041	0.00708938	0	0	0	0	0	0	0.0163225	0.0121941	0	0	0	0	0	0	0.0559601	0	0	0	0	0	0	0.0208609	0	0	0.0827102	0.00189729	0	0	0	0	0	0	0	0	0.122533	0.00277691	0	0	0	0	0.076678	0	0	0.0928341	0.000485442	0	0	0	0	0	0	0	0	0.013841	0	0	0	0	0	0	0	0	0	0	0	0.0209612	0	0	0	0	0.0254917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0355002	0	0	0	0	0	0.0392107	0.00306154	0	0	
c_000000000046	0	0	0	0	0.00333262	0	0	0	0	0	0	0.0408038	0	0	0	0	0	0	0	0.0672065	0	0	0	0	0	0	0	0	0	0.0417234	9.71965e-05	0	0	0	0	0	0	0	0	0	0.021036	0	0	0	0	0.00879835	0	0	0.0333015	0.0044712	0	0	0	0	0	0	0	0	0	0.0234166	0	0	0	0	0.0183471	0	0	0	0	0	0.0919982	0.0214065	0	0	0	0.0444031	0.014248	0	0	0	0	0	0	0.00707223	0	0	0	0	0	0	0	0.0155212	0.0257513	0	0	0	0	0.0126699	0.0343438	0	0	
c_000000000047	0.0202035	0.0183818	0.0162458	1.92787e-05	0	0	0	0	0	0.000181155	0.00171247	0	0	0	0	0	0.0222668	0.0290115	0.0247716	0	0	0	0	0.000772191	0.00245401	0.000195599	0.0019587	0	0.0333409	0	0	0	0	0.0386685	0	0	0	0	0.053943	0	0	0	0	0	0.0273426	0	0.063217	0.00434108	0	0	0	0	0	0	0	0	0.00405609	0	0	0	0	0.00152164	0	0.00741066	0	0	0	0	0.0127642	0.0109785	0	0	0.0160482	0.0744443	0.0024547	0	0	0	0	0	0	0	0	0	0	0	0	0.00275246	0	0	0	0	0	0.0365979	0.0217939	0	0	0	0	0	0	
c_000000000048	0.0259903	0.0292217	0.0254012	0.0135455	0	0	0	0	0.0638843	0.0601421	0.032657	0.000879891	0	0	0	0	0.0589209	0.0597457	0.0381117	0	0	0	0	0.0269863	0.0278535	0.0300694	0.00350458	0	0.00300765	0	0	0	0	0.0035391	0	0	0	0	0.00354603	0	0	0	0	0	0.00648214	0.000129561	0.000160265	0.0024357	0	0	0	0	0	0	0	0	0.00517498	0	0.000948978	0	0	0.00643784	0	0.000859181	0	0	0	0	0.0030374	0.00012892	0	0	0.00660418	0.00841971	0.00652813	0	0	0	0	0	0	0	0.00590655	0	0	0	0	0.0242513	0	0	0.0270963	0.000640343	0	0.00800933	0.0105232	0	0	4.8994e-05	0	0	0	
c_000000000049	0	0	0	0	0	0	0	0	0	0	0	0.0239955	0	0	0	0	0	0	0	0.00165354	0	0	0	0	0	0	0.000148881	0	0	0.0218567	0.000147593	0	0	0	0	0	0	0	0	0	0.00174815	0	0	0	0	0.0121677	0	0	0.00555202	9.82734e-05	0	0	0	0	0	0	0	0	0.00243469	0.00229501	0	0	0	0	0.000233106	0	0	0	0	0	0.0138599	0	0	0	0	0.0234817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00617116	0	0	0	0	0	0.00723941	0.00169265	0	0	
c_000000000051	0	0	0	0	0	0	0	0	0	0	0	0	0.000199822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00843042	0	0	0	0	0	0	0	0	0	0.00145406	0	0	0	0	0	0	0	0	0.00624827	0	0	0	0	0	0	0	0	0	0.00594165	0	0	0	0	0.013125	0	0	0	0	0	0	0.0112088	0	0	0	0	0.00973562	0	0	0	0	0	0	0.0452686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0068318	0	0	
c_000000000052	0	0	0	0	0	0	0	0	0	0	0	0	0.00135946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.073403	0	0	0	0	0	0	0	0	0	0.0101901	0	0	0	0	0	0	0	0	0.0260861	0	0.00664157	0	0.00213295	0.00643398	0	0	0	0	0.00112584	0	0	0	0	0.0180823	0	0	0	0	0	0	0.0227927	0	0	0	0	0.0189571	0	0	0	0.0048463	0	0	0.00454064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000917719	0.00105524	0	
c_000000000053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.035096	0	0.954053	0	0	0	0	0	0	0	0	0	0	0.0579274	0	0	0	0	0	0.00311208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0447935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.231474	0	0	0	0	
c_000000000054	0.0277188	0.0310574	0.0311084	0.0348117	0.0013682	0	0	0	0.0677404	0.0597438	0.0550257	0.0171798	0.00101639	0	0	0	0.0679476	0.0751135	0.0575707	0	0	0	0	0.0445579	0.0466878	0.0539988	0.0146124	0	0.0146204	0.0182303	0.000302555	0	0	0.0186914	0	0	0	0	0.0167698	0	0.00312861	0	0	0	0.0246822	0.00161799	0.00927365	0.0182468	0.00026068	0.00116283	0	0	0	0	0	0	0.0114565	0	0.00538908	0.00394209	0	0.0138658	0	0.0054073	0.000518731	0	0	0	0.00681547	0.0037321	0.000931131	0.00053922	0.00938787	0.0132099	0.0236735	0.00685593	0	0	0	0	0	0.131869	0.0605089	0.000316038	0	0	0	0.0529896	0	0	0.0648298	0.062946	0	0.0211656	0.0271625	0	0	0.00287642	0.00164956	0	0	
c_000000000055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000439837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0176736	0	0	0	0	0	0.0183632	0	0	0	0	0.000607887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
c_000000000056	0	0	0	0	0	0	0	0	0	0	0	0	0.00421746	0	0	0	0	0	0	0.000644618	0	0	0	0	0	0	0	0	0	0	0.0160146	0	0	0	0	0	0	0	0	0	0.00437847	0	0	0	0	0	0	0	0	0.0109696	0	0	0	0	0	0	0	0	0	0.00310843	0	0	0	0	0.0136098	0	0	0	0	0	0	0.0135493	0	0	0	0	0.00738136	0	0	0	0	0	0	0.0269125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00733899	0	0	
c_000000000057	0.0172432	0.0197336	0.0151153	0.0154206	0	0	0	0	0.0186736	0.0228731	0.0121833	0.00825718	0	0	0	0	0.0226529	0.0182114	0.0183177	0	0	0	0	0.0262854	0.02527	0.0203859	0.0125616	0	0.0348329	0.00730081	0	0	0	0.0359668	0	0	0	0	0.0486832	0	0	0	0	0	0.0562673	0.00621072	0.0382897	0.0223534	0.00411434	0	0	0	0	0	0	0	0.00835498	0	0.00744661	0	0	0.0131726	0	0.00339383	0	0	0	0	0	0.00296229	0.00243475	0	0.00216418	0.00636424	0.00428776	0.000126184	0	0	0	0	0	0	0	0	0	0	0	0.00830373	0	0	0.00451276	0	0	0.0159468	0.0149664	0	0	0.00377476	0	0	0	
c_000000000058	0	0	0	0	0.00175324	0	0	0	0	0	0	0	0.00986834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0423314	0	0	0	0	0	0	0	0	0	0.0142605	0	0	0	0	0	0	0	0	0.0518206	0	0	0	0	0	0	0	0	0	0.00189757	0	0	0	0	0.0456595	0	0	0	0	0	3.81617e-05	0.0551048	0	0	0	0	0.0518106	0	0	0	0	0	0	0.0175083	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000257541	0.0205187	0	0	
c_000000000059	0.0110907	0.00828875	0.0172957	0.00735517	0	0	0	0	0.00571001	0.00983157	0.0209275	0	0	0	0	0	0.00801223	0.0106294	0.0411889	0	0	0	0	0.0295987	0.0300922	0.0288507	0.00542729	0	0.0395661	0.00107895	0	0	0	0.0415101	0	0	0	0	0.0461962	0	0	0	0	0	0.040385	0	0.0355789	0.0786544	0	0	0	0	0	0	0	0	0.0561402	0	0.00336864	0	0	0.0274739	0	0.0840064	0	0	0	0	0.00796266	0.0938736	1.12908e-05	0	0.010998	0.0555485	0.0535388	0	0	0	0	0	0	0.108082	0.12778	0	0	0	0	0.0842986	0	0	0.0857765	0	0	0.0638804	0.0663189	0	0	0.0001151	0	0	0	
c_000000000061	0.00670518	0.00683352	0.0211179	0.00838804	0	0	0	0	0.00219886	0.00395179	0.021173	0	0	0	0	0	0.00160106	0.00189915	0.0326096	0	0	0	0	0.017121	0.018798	0.0164236	0.013083	0	0.0308009	0.00260704	0	0	0	0.0306042	0	0	0	0.00556408	0.0232487	0	0	0	0	0	0.0167316	0.000435607	0.0100222	0.0425184	0.0018438	0	0	0	0	0	0	0	0.034067	0	0.00933539	0	0	0.0043223	0	0.0913215	0	0	0	0	0.000448065	0.0915967	0.000380213	0	0.00151638	0.033134	0.0811118	0	0	0	0	0	0	0.00534781	0.0226679	0	0	0	0	0.0250784	0	0	0.0184075	3.63023e-05	0	0.0513371	0.0448498	0	0	0.00139014	0	0	0	
c_000000000062	0.0119744	0.00817978	0.0150454	0.012866	0	0	0	0	0.00401402	0.00383311	0.0159637	0	0	0	0	0	0.000278359	0.00053845	0.0102523	0	0	0	0	0.0183262	0.0216947	0.020908	0.00331167	0	0.0187748	0.000178691	0	0	0	0.01999	0	0	0	0	0.0121403	0	0	0	0	0	0.0215684	0	0	0.0143761	0.000365642	0	0	0	0	0	0	0	0.0600422	0	0.011073	0	0	0.0502457	0	0.0192573	0	0	0	0	0.000964972	0.0175162	0	0	0.00500776	0.00333459	0.0024278	0	0	0	0	0	0	0.0435175	0.0347198	0	0	0	0	0.0493897	0	0	0.0562979	0	0	0.023076	0.0379927	0	0	0.000197581	0	0	0	
c_000000000063	0	0	0	0	0.0292378	0.0576917	0	0	0	0	0	0	0.0294402	0.0654778	0	0	0	0	0	0.0298891	0.0213751	0	0	0	0	0	0	0	0	0.000133897	0.015374	0.028844	0	0	0.038499	0	0.0548301	0	0	0	0.0383456	0.0635905	0	0	0	0	0	0	0	0.0226023	0.0217142	0	0	0.0348401	0.0550703	0	0	0	0	0.0545445	0	0	0.0369854	0	0.0204102	0.0213217	0	0	0	0	0.00103194	0.0239319	0	0	0	0.0114299	0.0333942	0.0340043	0	0.0406598	0	0	0	0.0204284	0.0153785	0	0	0	0.0226925	0	0	0	0	0	0	0.0302135	0	0.00174984	0.0260895	0.0379077	0	
c_000000000064	0	0	0	0	0.00635077	0	0	0	0	0	0	0	0.0140794	0	0	0	0	0	0	0.000487571	0	0	0	0	0	0	0	0	0	0	0.0133395	0	0	0	0	0	0	0	0	0	0.0153707	0	0	0	0	0	0	0	0	0.0180681	0	0	0	0	0	0	0	0	0	0.00798456	0	0	0	0	0.0283232	0	0	0	0	0	0.000265512	0.0268822	0	0	0	0	0.0127261	0	0	0	0	0	0	0.0257535	0	0	0	0	0	0	0	0	0	0	0	0	0	7.15248e-05	0.0116712	0	0	
c_000000000065	0.00259576	0.00128167	0.0112459	0.0774503	0	0	0	0	0	0.000100753	0.0286206	0.007048	0	0	0	0	0	0	0.0303482	0	0	0	0	0.00734284	0.0123891	0.00548626	0.0520709	0	0.00491944	0	0	0	0	0.00337636	0	0	0	0	0.00412528	0	0	0	0	0	0.00246453	0	0.00337807	0.0172389	0	0	0	0	0	0	0	0	0.00949839	0	0.02801	0	0	0	0	0.0130273	0	0	0	0	0	0.0141346	1.54198e-05	0	6.25063e-05	0.023891	0.133583	0	0	0	0	0	0	0	0.0141024	0	0	0	0	0.0279517	0	0	0.0185571	0	0	0.0349153	0.0311795	0	0	0.00153909	0	0	0	
c_000000000066	0.00625814	0.00242417	0.00421758	0	0	0	0	0	0.000790307	0	0.000125868	0	0	0	0	0	0.017422	0.00631484	0.0116458	0	0	0	0	0.00137783	0.00485624	0.000211156	0	0	0.0558863	0.000809034	0	0	0	0.0582906	0	0	0	0	0.0275592	0	0	0	0	0	0.0189082	0	0.0358901	0.00661242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000188359	0	0	0	0	0.00802717	0	0	0	0.00876784	0.038608	0.00595689	0	0	0	0	0	0	0	0	0	0	0	0	0.00659048	0	0	0.00237726	0	0	0.0367226	0.0234959	0	0	0	0	0	0	
c_000000000067	0.0160951	0.0135522	0.0267693	0.016019	0	0	0	0	0.00356246	0.00643256	0.0219157	0	0	0	0	0	0.00328822	0.00514407	0.029602	0	0	0	0	0.0155279	0.0169413	0.0100335	0.0076694	0	0.0954814	0.00388899	0	0	0	0.0966549	0	0	0	0.179024	0.0825393	0	0	0	0	0	0.0747433	0.000554678	0.0398369	0.0611029	5.14307e-05	0	0	0	0	0	0	0	0.0518901	0	0.00866318	0	0	0.0165442	0	0.0468714	0	0	0	0	0.00104565	0.0495362	0.000129193	0	0.0032432	0.066439	0.072035	0	0	0	0	0	0	0.065632	0.081065	0	0	0	0	0.0617197	0	0	0.060746	0	0	0.0743856	0.0596069	0	0	0.000739624	0	0	0	
c_000000000068	0	0	0	0	0	0	0	0.00014816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.518743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00478711	0.511583	0.00969707	0.00230775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
c_000000000069	0.00521765	0.0011302	0.0127981	0.0015568	0	0	0	0	0.00777666	0.00970831	0.03339	0	0	0	0	0	0.00292378	0.00405046	0.0179596	0	0	0	0	0.00558149	0.0101689	0.00065914	0.00516529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0124336	0	0.000233172	0	0	0	0	0.00208032	0	0	0	0	0	0.000486222	0	0	0	0.00242104	0.00624337	0	0	0	0	0	0	0	0	0	0	0	0	0.0104601	0	0	0.00931877	0	0	0.00191828	0.00265056	0	0	1.57614e-05	0	0	0	
c_000000000070	0.0259764	0.0199034	0.0293618	0.0193138	0	0	0	0	0.0177149	0.0164269	0.0265839	0.000314823	0	0	0	0	0.00272397	0.00281194	0.0143773	0	0	0	0	0.0232801	0.0253147	0.0250189	0.00400944	0	0.0121373	0.000916873	0	0	0	0.0125023	0	0	0	0	0.00730425	0	0	0	0	0	0.0176203	0	0	0.00896292	0.000207416	0	0	0	0	0	0	0	0.0546596	0	0.00813094	0	0	0.0574484	0	0.0103455	0	0	0	0	0.000780667	0.00976536	1.9433e-05	0	0.00345996	0.00152318	0.000344824	0	0	0	0	0	0	0.0300196	0.0266144	0	0	0	0	0.0264842	0	0	0.0266643	0	0	0.0132679	0.0233288	0	0	0.000149164	0	0	0	
c_000000000072	0	0	0	0	0.0112991	0.00488519	0	0	0	0	1.83977e-05	0	0.0202492	0.0153834	0	0	0	0	0	0.000436805	0	0	0	0	0	0	0	0	0	0	0.0107635	0	0	0	0.00227487	0.0108596	0.00788285	0	0	0	0.0130119	0.00640763	0.010452	0	0	0	0	0	0	0.0147658	0	0.061235	0	0	0.00262181	0	0	0	0	0.0172837	0	0	0	0	0.01225	0	0.0158428	0	0	0	0.000140667	0.00969804	0	0	0	0.00253976	0.0185456	0.00167431	0	0.00335702	0.0138843	0	0	0.0185646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0116412	0.000737029	0.029251	
c_000000000073	0.000649066	0	0.000296817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00190619	0	0	0	0	0.00116776	0	0	0	0	0.03546	0	0	0	0	0	0.0269303	0	0.0676139	0.0361948	0	0	0	0	0	0	0	0	0.0207602	0	0	0	0	0.041276	0	0.0094012	0	0	0	0	0.0287258	0.00841306	0	0	0.0289056	0.0269884	0.00926317	0	0	0	0	0	0	0	0	0	0	0	0	0.0164297	0	0	0.0126599	0	0	0.00238393	0.00537547	0	0	0	0	0	0	
c_000000000074	0.0108859	0.00849606	0.0162339	0.00898132	0	0	0	0	0.00222876	0.00532542	0.0142041	0	0	0	0	0	0.00188871	0.00160216	0.0180744	0	0	0	0	0.00634611	0.00842111	0.00406453	0.00220599	0	0.0221239	0	0	0	0	0.0189194	0	0	0	0	0.0147862	0	0	0	0	0	0.00701897	0	0.0255023	0.0394737	0	0	0	0	0	0	0	0	0.0245961	0	0.000186405	0	0	0.0102506	0	0.0844879	0	0	0	0	0.0132406	0.0862823	0	0	0.0113896	0.0605424	0.0621094	0	0	0	0	0	0	0.0811425	0.137793	0	0	0	0	0.0718415	0	0	0.0668869	0	0	0.0986527	0.115237	0	0	3.51661e-05	0	0	0	
c_000000000075	0.00392525	0.0026746	0.00423618	0.00528662	0.0081662	0.0012671	0	0	0.00578823	0.00496339	0.00563865	0.0244653	0.00656883	0.009357	0	0	0.00387788	0.00400165	0.00374076	0.00264811	0	0	0	0.00167986	0.00267756	2.49491e-05	0.00509036	0	0.0052506	0.0194681	0.0107486	0.00256075	0	0.00224044	0.005905	0	0.0129821	0	0.00229568	0.0107292	0.00920021	0.00417609	0	0	0.00227722	0.0245497	0.00209941	0.00524389	5.54894e-05	0.00536592	0	0	0	0	0.000508961	0	0.00083969	0	0.00136218	0.0285395	0	0.00101633	0	0.00159971	0.00651647	0.00130626	0	0	0.00416602	0.0012962	0.00563142	0.00366773	0.00195184	0.00122046	0.0028693	0.0140958	0.00305577	0.00264465	0	0.00452607	0	0.0133579	0.00652629	0.0126466	0	0	0	0.00320919	0	0	0.00382684	0.0481886	0	0.00156153	0.00218957	0.000661411	0	0.00592299	0.00644787	0.00296	0	
c_000000000076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00446566	0	0	0	0	0	0	0	0	0	0.0126785	0	0	0	0	0	0	0	0	0.0133166	0	0	0	0	0	0	0	0	0	0.0143524	0	0	0	0	0.0133862	0	0	0	0	0	0	0.0154641	0	0	0	0	0.0138185	0	0	0	0	0	0	0.0160044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0115327	0	0	
c_000000000077	0	0	0	0	0	0.167945	0	0	0	0	0	0	0	0.179353	0	0	0	0	0	0	0.12116	0	0	0	0	0	0	0	0	0	0.00205827	0.111598	0	0	0.113843	0	0.109311	0	0	0	1.03232e-06	0.192031	0	0	0	0	0	0	0	0.00102827	0.154126	0	0	0.143386	0.143631	0	0	0	0	0	0	0	0.274449	0	0.00123797	0.0744769	0	0	0	0	0	0.00161086	0	0	0	0	0.00310044	0.106802	0	0.107673	0	0	0	0.0005508	0.0638572	0	0	0	0.0703915	0	0	0	0.0324235	0	0	0.130017	0	0	7.1537e-05	0.131501	0	
c_000000000078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00762896	0	0	0	0	0	0	0	0	0	0	6.27996e-05	0	0	0	0	0.0158744	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000713245	0	0	0	0	0	0	0	0	0	0	0.0529638	0	0	0	0	0.0642825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00581328	0.00506566	0	0	0	0	0.0712755	0.00431263	0	0	
c_000000000079	0.00921231	0.00528523	0.0309626	0.0218197	0	0	0	0	0.00628854	0.00673516	0.0701569	0	0	0	0	0	0	0	0.0174038	0	0	0	0	0.00164111	0.00579922	0	0.0127408	0	0.000379936	0	0	0	0	0.000471173	0	0	0	0	0	0	0	0	0	0	0	0.00485567	0	0.00266346	0	0	0	0	0	0	0	0	0.0499908	0	0.0313281	0	0	0.0023181	0	0.0250971	0	0	0	0	0	0.0241325	0	0	5.33611e-05	0.00279643	0.0177971	0	0	0	0	0	0	0	0.00122422	0	0	0	0	0.0140015	0	0	0.0109298	0.00156285	0	0.00498122	0.00932535	0	0	0.00549879	0	0	0	
c_000000000081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.64624e-05	0	0	0	7.59254e-05	0	0.00116914	0	0	0	0	0	0	0	0	0	0	0	0	0.00273093	0	0	0	0	0.0012444	0	0	0	0	0.000103209	0	0	0	0	0.0202755	5.01184e-05	0	0	0	0	0	0.0265474	0	0	0	0	0.065425	0.000312425	0	0.00247849	0	0	0	0.00685798	3.49543e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0205085	0.00102547	1.99066e-05	
c_000000000082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0119277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.30266e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00438068	0	0	0	0	0	0	0.00111749	0	0	0	0	0.006302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00308195	
